zip,donations,total,NAME,variable,estimate,moe,Donations_Per100
21914,28,1399.7300000000002,ZCTA5 21914,population,860,306,32.55813953488372
21915,262,10522.589999999998,ZCTA5 21915,population,2949,482,88.84367582231265
21917,138,3712.3899999999994,ZCTA5 21917,population,2127,357,64.88011283497885
21918,682,13136.439999999982,ZCTA5 21918,population,3692,460,184.7237269772481
21919,193,7736.6,ZCTA5 21919,population,2919,412,66.11853374443302
21920,8,227.88,ZCTA5 21920,population,491,192,16.293279022403258
21921,6986,117748.40000000056,ZCTA5 21921,population,46162,1323,151.33659720116114
21922,22,455.97,NA,NA,NA,NA,NA
21930,1,312.3,ZCTA5 21930,population,132,175,7.575757575757576
22093,2,90,NA,NA,NA,NA,NA
22312,25,2183.76,NA,NA,NA,NA,NA
22905,1,47,NA,NA,NA,NA,NA
26876,1,1,NA,NA,NA,NA,NA
27549,1,30,NA,NA,NA,NA,NA
28852,16,268,NA,NA,NA,NA,NA
28878,8,146.55,NA,NA,NA,NA,NA
30328,10,88.02,NA,NA,NA,NA,NA
33371,1,1,NA,NA,NA,NA,NA
35791,1,1,NA,NA,NA,NA,NA
35827,1,1,NA,NA,NA,NA,NA
36339,1,1,NA,NA,NA,NA,NA
36362,6,120,NA,NA,NA,NA,NA
37535,1,1,NA,NA,NA,NA,NA
40752,1,1,NA,NA,NA,NA,NA
41880,1,1,NA,NA,NA,NA,NA
42941,1,1,NA,NA,NA,NA,NA
44593,1,1,NA,NA,NA,NA,NA
46432,1,1,NA,NA,NA,NA,NA
55094,1,1,NA,NA,NA,NA,NA
57404,1,1,NA,NA,NA,NA,NA
57876,1,1,NA,NA,NA,NA,NA
59573,1,1,NA,NA,NA,NA,NA
63584,1,1,NA,NA,NA,NA,NA
68775,1,1,NA,NA,NA,NA,NA
70109,1,1,NA,NA,NA,NA,NA
70287,1,1,NA,NA,NA,NA,NA
70960,1,1,NA,NA,NA,NA,NA
71990,1,1,NA,NA,NA,NA,NA
72605,1,1,NA,NA,NA,NA,NA
75177,1,1,NA,NA,NA,NA,NA
75690,1,1,NA,NA,NA,NA,NA
76381,1,1,NA,NA,NA,NA,NA
79023,1,1,NA,NA,NA,NA,NA
79644,1,1,NA,NA,NA,NA,NA
81779,1,1,NA,NA,NA,NA,NA
83486,1,1,NA,NA,NA,NA,NA
86119,1,1,NA,NA,NA,NA,NA
87963,1,1,NA,NA,NA,NA,NA
88952,1,1,NA,NA,NA,NA,NA
89707,1,1,NA,NA,NA,NA,NA
92348,1,1,NA,NA,NA,NA,NA
97645,1,1,NA,NA,NA,NA,NA
98598,1,1,NA,NA,NA,NA,NA
98677,1,1,NA,NA,NA,NA,NA
