"linenumber","fec_committee_id","tran_id","flag_orgind","recipient","last_name","first_name","middle_name","prefix","suffix","address_one","address_two","city","state","zip","date","amount","aggregate_amount","purpose","memo_code","memo_text","cycle"
"SB17","C00840017","500689797","ORG","Budget",,,,,,"300 Centre Pointe Dr",,"Virginia Beach","VA","234624415","2024-08-02","579.53",,"Travel","X","*","2024"
"SB17","C00840017","500689998","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-07-26","51",,"Bank Fee",,,"2024"
"SB17","C00840017","500689999","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-07-26","438.29",,"Bank Fee",,,"2024"
"SB17","C00840017","500692548","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-08-29","648.13",,"Bank Fee",,,"2024"
"SB17","C00840017","500692549","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-08-29","807.39",,"Bank Fee",,,"2024"
"SB17","C00840017","500710339","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-09-18","45",,"Bank Fee",,,"2024"
"SB17","C00840017","500710340","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-09-25","900.79",,"Bank Fee",,,"2024"
"SB17","C00840017","500710341","ORG","Amalgamated Bank",,,,,,"1825 K St NW",,"Washington","DC","200061202","2024-09-26","1589.61",,"Bank Fee",,,"2024"
"SB17","C00840017","500713042","ORG","Adobe",,,,,,"801 N 34Th St",,"Seattle","WA","981038882","2024-07-19","95.39",,"Software Rental","X","*","2024"
"SB17","C00840017","500713043","ORG","Airtable",,,,,,"799 Market St","Fl 8","San Francisco","CA","941032044","2024-07-19","48",,"Software Rental","X","*","2024"
"SB17","C00840017","500713044","ORG","Amazon",,,,,,"410 Terry Ave N",,"Seattle","WA","981095210","2024-07-19","56.17",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713045","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-07-19","18.02",,"Travel","X","*","2024"
"SB17","C00840017","500713046","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-07-19","408.47",,"Travel","X","*","2024"
"SB17","C00840017","500713047","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-07-19","463.48",,"Travel","X","*","2024"
"SB17","C00840017","500713048","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-07-19","136",,"Travel","X","*","2024"
"SB17","C00840017","500713049","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-07-19","347",,"Travel","X","*","2024"
"SB17","C00840017","500713050","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-07-19","211",,"Travel","X","*","2024"
"SB17","C00840017","500713051","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-07-19","125",,"Travel","X","*","2024"
"SB17","C00840017","500713052","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-07-19","249",,"Travel","X","*","2024"
"SB17","C00840017","500713056","ORG","Bitly",,,,,,"601 W 26Th St","Rm 357","New York","NY","100011133","2024-07-19","37.1",,"Software Rental","X","*","2024"
"SB17","C00840017","500713058","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-07-19","29.99",,"Software Rental","X","*","2024"
"SB17","C00840017","500713059","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-07-19","14.99",,"Software Rental","X","*","2024"
"SB17","C00840017","500713060","ORG","Clipbook",,,,,,"800 P St NW","Unit 703","Washington","DC","200013382","2024-07-19","295",,"Software Rental","X","*","2024"
"SB17","C00840017","500713061","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-07-19","841.46",,"Utilities","X","*","2024"
"SB17","C00840017","500713062","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-07-19","440.45",,"Utilities","X","*","2024"
"SB17","C00840017","500713063","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-07-19","288.64",,"Utilities","X","*","2024"
"SB17","C00840017","500713064","ORG","Delta Airlines",,,,,,"1030 Delta Blvd",,"Atlanta","GA","303541989","2024-07-19","1194.47",,"Travel","X","*","2024"
"SB17","C00840017","500713065","ORG","Delta Airlines",,,,,,"1030 Delta Blvd",,"Atlanta","GA","303541989","2024-07-19","408.47",,"Travel","X","*","2024"
"SB17","C00840017","500713066","ORG","Delta Airlines",,,,,,"1030 Delta Blvd",,"Atlanta","GA","303541989","2024-07-19","488",,"Travel","X","*","2024"
"SB17","C00840017","500713067","ORG","Delta Airlines",,,,,,"1030 Delta Blvd",,"Atlanta","GA","303541989","2024-07-19","188.5",,"Travel","X","*","2024"
"SB17","C00840017","500713069","ORG","Get Empower",,,,,,"2800 Royal Ave",,"Monona","WI","537131595","2024-07-19","100",,"Software Rental","X","*","2024"
"SB17","C00840017","500713070","ORG","Google",,,,,,"1600 Amphitheatre Pkwy",,"Mountain View","CA","940431351","2024-07-19","1326.47",,"Email Services","X","*","2024"
"SB17","C00840017","500713073","ORG","Lowes",,,,,,"10440 Campus Way S",,"Upper Marlboro","MD","207741390","2024-07-19","8.53",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713074","ORG","Lyft",,,,,,"185 Berry St","Ste 5000","San Francisco","CA","941072503","2024-07-19","5",,"Travel","X","*","2024"
"SB17","C00840017","500713075","ORG","Lyft",,,,,,"185 Berry St","Ste 5000","San Francisco","CA","941072503","2024-07-19","5",,"Travel","X","*","2024"
"SB17","C00840017","500713076","ORG","Lyft",,,,,,"185 Berry St","Ste 5000","San Francisco","CA","941072503","2024-07-19","75.89",,"Travel","X","*","2024"
"SB17","C00840017","500713077","ORG","Mail Chimp",,,,,,"405 N Angier Ave NE",,"Atlanta","GA","303083139","2024-07-19","45",,"Software Rental","X","*","2024"
"SB17","C00840017","500713078","ORG","Marriott Albany",,,,,,"189 Wolf Rd",,"Albany","NY","122051100","2024-07-19","226.86",,"Lodging","X","*","2024"
"SB17","C00840017","500713079","ORG","Marriott Albany",,,,,,"189 Wolf Rd",,"Albany","NY","122051100","2024-07-19","226.86",,"Lodging","X","*","2024"
"SB17","C00840017","500713081","ORG","Residential Resort",,,,,,"610 W Lionshead Cir",,"Vail","CO","816575231","2024-07-19","413.26",,"Lodging","X","*","2024"
"SB17","C00840017","500713082","ORG","Residential Resort",,,,,,"610 W Lionshead Cir",,"Vail","CO","816575231","2024-07-19","413.26",,"Lodging","X","*","2024"
"SB17","C00840017","500713083","ORG","Residential Resort",,,,,,"610 W Lionshead Cir",,"Vail","CO","816575231","2024-07-19","413",,"Lodging","X","*","2024"
"SB17","C00840017","500713084","ORG","Residential Resort",,,,,,"610 W Lionshead Cir",,"Vail","CO","816575231","2024-07-19","413",,"Lodging","X","*","2024"
"SB17","C00840017","500713086","ORG","Staples",,,,,,"10530 Campus Way S",,"Largo","MD","207741309","2024-07-19","22.25",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713087","ORG","Target",,,,,,"10500 Campus Way S",,"Upper Marlboro","MD","207741309","2024-07-19","86.53",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713088","ORG","Target",,,,,,"10500 Campus Way S",,"Upper Marlboro","MD","207741309","2024-07-19","-34.97",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713089","ORG","Target",,,,,,"10500 Campus Way S",,"Upper Marlboro","MD","207741309","2024-07-19","62.62",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713090","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-07-19","88",,"Travel","X","*","2024"
"SB17","C00840017","500713091","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-07-19","238.47",,"Travel","X","*","2024"
"SB17","C00840017","500713092","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-07-19","84",,"Travel","X","*","2024"
"SB17","C00840017","500713093","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-07-19","590.03",,"Travel","X","*","2024"
"SB17","C00840017","500713094","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-07-19","31.99",,"Travel","X","*","2024"
"SB17","C00840017","500713095","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-07-19","395.02",,"Travel","X","*","2024"
"SB17","C00840017","500713096","ORG","Zapier",,,,,,"548 Market St",,"San Francisco","CA","941045401","2024-07-19","29.99",,"Software Rental","X","*","2024"
"SB17","C00840017","500713097","ORG","Zoom",,,,,,"55 Almaden Blvd","Ste 600","San Jose","CA","951131612","2024-07-19","346.51",,"Software Rental","X","*","2024"
"SB17","C00840017","500689941","ORG","Adobe",,,,,,"801 N 34Th St",,"Seattle","WA","981038882","2024-08-16","95.39",,"Software Rental","X","*","2024"
"SB17","C00840017","500689963","ORG","Airbnb",,,,,,"111 N Canal St",,"Chicago","IL","606067218","2024-08-16","480.47",,"Lodging","X","*","2024"
"SB17","C00840017","500689943","ORG","Airtable",,,,,,"799 Market St","Fl 8","San Francisco","CA","941032044","2024-08-16","48",,"Software Rental","X","*","2024"
"SB17","C00840017","500689954","ORG","American Express",,,,,,"200 Vesey St",,"New York","NY","102851000","2024-08-16","585.69",,"Travel","X","*","2024"
"SB17","C00840017","500689955","ORG","American Express",,,,,,"200 Vesey St",,"New York","NY","102851000","2024-08-16","438.42",,"Travel","X","*","2024"
"SB17","C00840017","500689985","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-08-16","1184",,"Travel","X","*","2024"
"SB17","C00840017","500689931","ORG","Best Buy",,,,,,"2300 Petrie Ln",,"Glenarden","MD","207061623","2024-08-16","190.79",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689940","ORG","Bitly",,,,,,"601 W 26Th St","Rm 357","New York","NY","100011133","2024-08-16","37.1",,"Software Rental","X","*","2024"
"SB17","C00840017","500689960","ORG","Budget",,,,,,"300 Centre Pointe Dr",,"Virginia Beach","VA","234624415","2024-08-16","579.53",,"Travel","X","*","2024"
"SB17","C00840017","500689938","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-08-16","44.98",,"Software Rental","X","*","2024"
"SB17","C00840017","500689939","ORG","Clipbook",,,,,,"800 P St NW","Unit 703","Washington","DC","200013382","2024-08-16","295",,"Software Rental","X","*","2024"
"SB17","C00840017","500689950","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-08-16","440.45",,"Utilities","X","*","2024"
"SB17","C00840017","500689951","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-08-16","440.45",,"Utilities","X","*","2024"
"SB17","C00840017","500689958","ORG","Delta Airlines",,,,,,"1030 Delta Blvd",,"Atlanta","GA","303541989","2024-08-16","283.47",,"Travel","X","*","2024"
"SB17","C00840017","500689964","ORG","Doubletree Ocean City",,,,,,"3301 Atlantic Ave",,"Ocean City","MD","218423326","2024-08-16","1487.75",,"Lodging","X","*","2024"
"SB17","C00840017","500689980","ORG","Dunkin Donuts",,,,,,"8909 Central Ave",,"Capitol Heights","MD","207433804","2024-08-16","50.86",,"Meals","X","*","2024"
"SB17","C00840017","500689925","ORG","FedEx",,,,,,"1715 Aaron Brenner Dr","Ste 600","Memphis","TN","381201444","2024-08-16","74.19",,"Postage","X","*","2024"
"SB17","C00840017","500689927","ORG","Google",,,,,,"1600 Amphitheatre Pkwy",,"Mountain View","CA","940431351","2024-08-16","1425.66",,"Email Services","X","*","2024"
"SB17","C00840017","500689965","ORG","Hilton Garden Inn New York",,,,,,"136 W 42Nd St",,"New York","NY","100367803","2024-08-16","476",,"Lodging","X","*","2024"
"SB17","C00840017","500689966","ORG","Hilton Garden Inn Ocean City",,,,,,"2800 N Baltimore Ave",,"Ocean City","MD","218423442","2024-08-16","365.19",,"Lodging","X","*","2024"
"SB17","C00840017","500689933","ORG","Home Depot",,,,,,"901 Rhode Island Ave NE",,"Washington","DC","200181733","2024-08-16","23.93",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689967","ORG","Hotels.Com",,,,,,"333 108Th Ave NE",,"Bellevue","WA","980045703","2024-08-16","3681.42",,"Lodging","X","*","2024"
"SB17","C00840017","500689968","ORG","Hyatt Center Times Square",,,,,,"135 W 45Th St",,"New York","NY","100364004","2024-08-16","2571.85",,"Lodging","X","*","2024"
"SB17","C00840017","500689969","ORG","Hyatt Regency Cambridge",,,,,,"575 Memorial Dr",,"Cambridge","MA","021394814","2024-08-16","342.8",,"Lodging","X","*","2024"
"SB17","C00840017","500689929","ORG","Lowes",,,,,,"10440 Campus Way S",,"Upper Marlboro","MD","207741390","2024-08-16","67.76",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689959","ORG","Lyft",,,,,,"185 Berry St","Ste 5000","San Francisco","CA","941072503","2024-08-16","150.37",,"Travel","X","*","2024"
"SB17","C00840017","500689948","ORG","Mail Chimp",,,,,,"405 N Angier Ave NE",,"Atlanta","GA","303083139","2024-08-16","45",,"Software Rental","X","*","2024"
"SB17","C00840017","500689962","ORG","Newark Liberty Mariott",,,,,,"1 Hotel Rd",,"Newark","NJ","071143513","2024-08-16","482.38",,"Lodging","X","*","2024"
"SB17","C00840017","500689936","ORG","Safeway",,,,,,"415 14Th St SE",,"Washington","DC","200033002","2024-08-16","168.85",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689981","ORG","Showroom",,,,,,"882 N East St",,"Frederick","MD","217014663","2024-08-16","369.68",,"Meals","X","*","2024"
"SB17","C00840017","500689978","ORG","Silver Dinner",,,,,,"9151 Ruby Lockhart Blvd",,"Lanham","MD","207062663","2024-08-16","50.9",,"Meals","X","*","2024"
"SB17","C00840017","500689947","ORG","Social Bee",,,,,,"801 Garden St","Ste 201","Santa Barbara","CA","931017501","2024-08-16","30.74",,"Software Rental","X","*","2024"
"SB17","C00840017","500689924","ORG","Soft Glam Is Who I Am",,,,,,"1709 Reisterstown Rd",,"Pikesville","MD","212082905","2024-08-16","309",,"Media Production","X","*","2024"
"SB17","C00840017","500689956","ORG","Southwest Airlines",,,,,,"2702 Love Field Dr",,"Dallas","TX","752351908","2024-08-16","1313.89",,"Travel","X","*","2024"
"SB17","C00840017","500689935","ORG","Staples",,,,,,"10530 Campus Way S",,"Largo","MD","207741309","2024-08-16","119.73",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689928","ORG","State Farm",,,,,,"1 State Farm Plz",,"Bloomington","IL","617100001","2024-08-16","189.85",,"Insurance","X","*","2024"
"SB17","C00840017","500689934","ORG","Target",,,,,,"10500 Campus Way S",,"Upper Marlboro","MD","207741309","2024-08-16","59.95",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689982","ORG","Uber Eats",,,,,,"1455 Market St",,"San Francisco","CA","941031331","2024-08-16","23.22",,"Meals","X","*","2024"
"SB17","C00840017","500689961","ORG","Uber",,,,,,"1455 Market St","Ste 400","San Francisco","CA","941031355","2024-08-16","75.96",,"Travel","X","*","2024"
"SB17","C00840017","500689957","ORG","United Airlines",,,,,,"233 S Wacker Dr",,"Chicago","IL","606067147","2024-08-16","1032.42",,"Travel","X","*","2024"
"SB17","C00840017","500689926","ORG","United States Postal Service",,,,,,"9801 Apollo Dr",,"Upper Marlboro","MD","207749997","2024-08-16","219",,"Postage","X","*","2024"
"SB17","C00840017","500689932","ORG","Wal-Mart",,,,,,"702 SW 8Th St",,"Bentonville","AR","727166209","2024-08-16","18.83",,"Office Supplies","X","*","2024"
"SB17","C00840017","500689930","ORG","Walgreens",,,,,,"108 Wilmot Rd",,"Deerfield","IL","600155145","2024-08-16","21.16",,"Office Supplies","X","*","2024"
"SB17","C00840017","500713134","ORG","Wave Break Digital LLC",,,,,,"1380 Monroe St NW","# 409","Washington","DC","200103452","2024-08-16","100",,"Website Services","X","*","2024"
"SB17","C00840017","500689944","ORG","Zapier",,,,,,"548 Market St",,"San Francisco","CA","941045401","2024-08-16","29.99",,"Software Rental","X","*","2024"
"SB17","C00840017","500689942","ORG","Zoom",,,,,,"55 Almaden Blvd","Ste 600","San Jose","CA","951131612","2024-08-16","346.51",,"Software Rental","X","*","2024"
"SB17","C00840017","500710532","ORG","Adobe",,,,,,"801 N 34Th St",,"Seattle","WA","981038882","2024-09-25","95.39",,"Software Rental","X","*","2024"
"SB17","C00840017","500710533","ORG","Adobe",,,,,,"801 N 34Th St",,"Seattle","WA","981038882","2024-09-25","95.39",,"Software Rental","X","*","2024"
"SB17","C00840017","500710568","ORG","AFRO American News",,,,,,"233 E Redwood St","Ste 600G","Baltimore","MD","212023332","2024-09-25","2125",,"Print Advertising","X","*","2024"
"SB17","C00840017","500710537","ORG","Airtable",,,,,,"799 Market St","Fl 8","San Francisco","CA","941032044","2024-09-25","319.25",,"Software Rental","X","*","2024"
"SB17","C00840017","500710538","ORG","Airtable",,,,,,"799 Market St","Fl 8","San Francisco","CA","941032044","2024-09-25","590.43",,"Software Rental","X","*","2024"
"SB17","C00840017","500710605","ORG","All American Limo",,,,,,"9536 W Foster Ave",,"Chicago","IL","606561029","2024-09-25","764.75",,"Travel","X","*","2024"
"SB17","C00840017","500710484","ORG","Amazon",,,,,,"410 Terry Ave N",,"Seattle","WA","981095210","2024-09-25","281.42",,"Office Supplies","X","*","2024"
"SB17","C00840017","500710512","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-09-25","464.47",,"Travel","X","*","2024"
"SB17","C00840017","500710513","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-09-25","2891.76",,"Travel","X","*","2024"
"SB17","C00840017","500710514","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-09-25","-355.41",,"Travel","X","*","2024"
"SB17","C00840017","500710515","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-09-25","577.68",,"Travel","X","*","2024"
"SB17","C00840017","500710516","ORG","American Airlines",,,,,,"1 Skyview Dr",,"Fort Worth","TX","761551801","2024-09-25","44.24",,"Travel","X","*","2024"
"SB17","C00840017","500710481","ORG","American Express",,,,,,"200 Vesey St",,"New York","NY","102851000","2024-09-25","452.9",,"Credit Card Fees","X","*","2024"
"SB17","C00840017","500710482","ORG","American Express",,,,,,"200 Vesey St",,"New York","NY","102851000","2024-09-25","39",,"Credit Card Fees","X","*","2024"
"SB17","C00840017","500710483","ORG","American Express",,,,,,"200 Vesey St",,"New York","NY","102851000","2024-09-25","1183.99",,"Credit Card Fees","X","*","2024"
"SB17","C00840017","500710485","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-09-25","602.19",,"Travel","X","*","2024"
"SB17","C00840017","500710486","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-09-25","425",,"Travel","X","*","2024"
"SB17","C00840017","500710487","ORG","Amtrak",,,,,,"1 Massachusetts Ave NW","Fl 4WEST","Washington","DC","200011401","2024-09-25","296",,"Travel","X","*","2024"
"SB17","C00840017","500710598","ORG","B&H Photo",,,,,,"420 9Th Ave",,"New York","NY","100011614","2024-09-25","1137.26",,"Office Supplies","X","*","2024"
"SB17","C00840017","500710545","ORG","Bitly",,,,,,"601 W 26Th St","Rm 357","New York","NY","100011133","2024-09-25","37.1",,"Software Rental","X","*","2024"
"SB17","C00840017","500710546","ORG","Bitly",,,,,,"601 W 26Th St","Rm 357","New York","NY","100011133","2024-09-25","37.1",,"Software Rental","X","*","2024"
"SB17","C00840017","500710521","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-09-25","29.99",,"Software Rental","X","*","2024"
"SB17","C00840017","500710522","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-09-25","44.98",,"Software Rental","X","*","2024"
"SB17","C00840017","500710523","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-09-25","14.99",,"Software Rental","X","*","2024"
"SB17","C00840017","500710524","ORG","Canva",,,,,,"200 E 6Th St",,"Austin","TX","787013696","2024-09-25","316.64",,"Meals","X","*","2024"
"SB17","C00840017","500710527","ORG","Cava",,,,,,"9140 Woodmore Center Dr",,"Lanham","MD","207061653","2024-09-25","4.02",,"Meals","X","*","2024"
"SB17","C00840017","500710517","ORG","Clipbook",,,,,,"800 P St NW","Unit 703","Washington","DC","200013382","2024-09-25","295",,"Software Rental","X","*","2024"
"SB17","C00840017","500710518","ORG","Clipbook",,,,,,"800 P St NW","Unit 703","Washington","DC","200013382","2024-09-25","295",,"Software Rental","X","*","2024"
"SB17","C00840017","500710488","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-09-25","711.96",,"Utilities","X","*","2024"
"SB17","C00840017","500710489","ORG","Comcast",,,,,,"8031 Corporate Dr",,"Nottingham","MD","212364986","2024-09-25","712.12",,"Utilities","X","*","2024"
"SB17","C00840017","500712044","ORG","Crisfield Chamber Of Commerce",,,,,,"906 W Main St",,"Crisfield","MD","218171016","2024-09-25","491.28",,"Event Tickets","X","*","2024"
"SB17","C00840017","500710510","ORG","DCA Parking",,,,,,"2400 Ronald Reagan Washington Nati",,"Arlington","VA","22202","2024-09-25","116",,"Travel","X","*","2024"
"SB17","C00840017","500710496","ORG","Delta Air Lines",,,,,,"1030 Delta Blvd",,"Atlanta","GA","303541989","2024-09-25","97.99",,"Travel","X","*","2024"
